Name	Formula	SMILES	Mass	Source	ID
Alanylserine	C6H12N2O4	C[C@H](N)C(=O)N[C@@H](CO)C(O)=O	176.079706874	HMDB	HMDB0028696
Serylalanine	C6H12N2O4	C[C@H](NC(=O)[C@@H](N)CO)C(O)=O	176.079706874	HMDB	HMDB0029032
Threonylglycine	C6H12N2O4	C[C@@H](O)[C@H](N)C(=O)NCC(O)=O	176.079706874	HMDB	HMDB0029061
(2S)-2-Amino-3-[(2S)-2-aminopropanoyl]oxypropanoic acid	C6H12N2O4	CC(N)C(=O)OCC(N)C(O)=O	176.079706874	HMDB	HMDB0257605
Glycyl-Threonine	C6H12N2O4	CC(O)C(NC(=O)CN)C(O)=O	176.079706882	HMDB	HMDB0028851
N5-formyl-N5-hydroxy-L-ornithine	C6H12N2O4	[H][C@](N)(CCCN(O)C=O)C(O)=O	176.079706882	HMDB	HMDB0304431
Nor-NOHA	C5H12N4O3	NC(CCN=C(N)NO)C(O)=O	176.090940262	HMDB	HMDB0255720
Canavanine	C5H12N4O3	N[C@@H](CCONC(N)=N)C(O)=O	176.09094027	HMDB	HMDB0002706
Serotonin hydrochloride	C10H12N2O	C1=CC2=C(C=C1O)C(=CN2)CCN	176.094963004	MoNA	PT100343
5-Hydroxytryptamine	C10H12N2O	OC=1C=CC=2NC=C(C2C1)CCN	176.094963004	MoNA	PM002314
Enteramine	C10H12N2O	C1=CC2=C(C=C1O)C(=CN2)CCN	176.094963004	MoNA	KO004019
5-Hydoxytryptamine	C10H12N2O	C1=CC2=C(C=C1O)C(=CN2)CCN	176.094963004	MoNA	PR010095
3-(2-AMINOETHYL)-1H-INDOL-5-OL	C10H12N2O	C1=CC2=C(C=C1O)C(=CN2)CCN	176.094963004	MoNA	JP009553
3h-Serotonin	C10H12N2O	NCCC1C=NC2=C1C=C(O)C=C2	176.094963014	HMDB	HMDB0246274
Serotonin	C10H12N2O	NCCC1=CNC2=C1C=C(O)C=C2	176.094963016	HMDB	HMDB0000259
4-Methylaminorex	C10H12N2O	CC1N=C(N)OC1C1=CC=CC=C1	176.094963016	HMDB	HMDB0246502
Papa nonoate	C6H16N4O2	CCCN(CCCN)[N+]([O-])=NO	176.127325771	HMDB	HMDB0256116
(S)-(+)-1-Benzyl-3-aminopyrrolidine	C11H16N2	NC1CCN(CC2=CC=CC=C2)C1	176.131348523	HMDB	HMDB0244407
Isoalliin	C6H11NO3S	C\C=C/S(=O)CC(N)C(O)=O	177.045963913	HMDB	HMDB0029441
(R)C(S)S-Alliin	C6H11NO3S	NC(CS(=O)CC=C)C(O)=O	177.045963913	HMDB	HMDB0033592
Alliin	C6H11NO3S	N[C@@H](CS(=O)CC=C)C(O)=O	177.045963913	HMDB	HMDB0301759
S-(1-Propenyl)-cysteine sulfoxide	C6H11NO3S	C\C=C\S(=O)C[C@H](N)C(O)=O	177.045963913	HMDB	HMDB0302221
L(+/-)-Alliin	C6H11NO3S	O=C(O)C(N)CS(=O)CC=C	177.04596421199997	MoNA	VF-NPL-QEHF027018
Alliin; LC-tDDA; CE10	C6H11NO3S	O=C(O)C(N)CS(=O)CC=C	177.04596421199997	MoNA	MoNA020033
2-amino-3-prop-2-enylsulfinylpropanoic acid	C6H11NO3S	O=C(O)C(N)CS(=O)CC=C	177.045964212	MoNA	VF-NPL-QEHF008265
Alliin; LC-tDDA; CE40	C6H11NO3S	O=C(O)C(N)CS(=O)CC=C	177.045964212	MoNA	MoNA020036
Alliin; LC-tDDA; CE30	C6H11NO3S	O=C(O)C(N)CS(=O)CC=C	177.045964212	MoNA	MoNA020035
Alliin; LC-tDDA; CE20	C6H11NO3S	O=C(O)C(N)CS(=O)CC=C	177.045964212	MoNA	MoNA020034
Alliin; AIF; CE30; MS2Dec	C6H11NO3S	O=C(O)C(N)CS(=O)CC=C	177.045964212	MoNA	MoNA018804
Alliin; AIF; CE10; MS2Dec	C6H11NO3S	O=C(O)C(N)CS(=O)CC=C	177.045964212	MoNA	MoNA018803
Alliin; AIF; CE0; MS2Dec	C6H11NO3S	O=C(O)C(N)CS(=O)CC=C	177.045964212	MoNA	MoNA018802
Alliin; AIF; CE30; CorrDec	C6H11NO3S	O=C(O)C(N)CS(=O)CC=C	177.045964212	MoNA	MoNA018801
Alliin; AIF; CE10; CorrDec	C6H11NO3S	O=C(O)C(N)CS(=O)CC=C	177.045964212	MoNA	MoNA018800
Alliin; AIF; CE0; CorrDec	C6H11NO3S	O=C(O)C(N)CS(=O)CC=C	177.045964212	MoNA	MoNA018799
2-Amino-3-propylsulfinylprop-2-enoic acid	C6H11NO3S	CCCS(=O)C=C(N)C(O)=O	177.045964392	HMDB	HMDB0255372
Alanine lactate	C6H11NO5	CC(N)C(=O)OOC(=O)C(C)O	177.063722458	HMDB	HMDB0248104
O-Ureidohomoserine	C5H11N3O4	NC(CCONC(O)=N)C(O)=O	177.074955855	HMDB	HMDB0012271
5,6-Methylenedioxy-2-aminoindane	C10H11NO2	NC1CC2=CC3=C(OCO3)C=C2C1	177.078978598	HMDB	HMDB0244545
Methionine ethyl ester	C7H15NO2S	CCOC(=O)C(N)CCSC	177.08234972	MoNA	CCMSLIB00005723429
1-Phenylbiguanide	C8H11N5	NC(N)=NC(N)=NC1=CC=CC=C1	177.101445374	HMDB	HMDB0256437
7-methanesulfinylheptan-1-amine	C8H19NOS	CS(=O)CCCCCCCN	177.118735228	MoNA	PR310893
Acivicin	C5H7ClN2O3	NC(C1CC(Cl)=NO1)C(O)=O	178.0145198	HMDB	HMDB0247942
Cysteinylglycine	C5H10N2O3S	N[C@@H](CS)C(=O)NCC(O)=O	178.041212886	HMDB	HMDB0000078
Glycyl-Cysteine	C5H10N2O3S	NCC(=O)NC(CS)C(O)=O	178.041212886	HMDB	HMDB0028838
2-[[(2S)-2-Amino-3-sulfanylpropanoyl]amino]acetic acid	C5H10N2O3S	NC(CS)C(=O)NCC(O)=O	178.041212886	HMDB	HMDB0257594
L-Cysteinylglycine	C5H10N2O3S	C(C(C(=O)NCC(=O)O)N)S	178.04121318	MoNA	PT109060
CYS-GLY	C5H10N2O3S	O=C(O)CN=C(O)C(N)CS	178.04121318	MoNA	MoNA038025
cysteine-glycine	C5H10N2O3S	O=C(O)CN=C(O)C(N)CS	178.04121318	MoNA	FiehnLib000218
S-Nitrosopenicillamine	C5H10N2O3S	CC(C)(SN=O)C(N)C(O)=O	178.041213364	HMDB	HMDB0257420
Glycinexylidide	C10H14N2O	CC1=CC=CC(C)=C1NC(=O)CN	178.11061308	HMDB	HMDB0060679
4-[(2S)-2-Aminopropyl]-N,3-dimethylaniline	C11H18N2	CNC1=CC(C)=C(CC(C)N)C=C1	178.146998588	HMDB	HMDB0246317
S-Carboxymethyl-L-cysteine	C5H9NO4S	NC(CSCC(O)=O)C(O)=O	179.025228471	HMDB	HMDB0029415
S-CARBOXYMETHYL-CYSTEINE	C5H9NO4S	O=C(O)CSCC(N)C(=O)O	179.02522876799998	MoNA	MoNA038880
LISIL	C5H9NO4S	O=C(O)CSCC(N)C(=O)O	179.02522876799998	MoNA	MoNA016755
S-CARBOXYMETHYLCYSTEINE	C5H9NO4S	O=C(O)CSCC(N)C(=O)O	179.025228768	MoNA	MoNA023983
Carbocysteine	C5H9NO4S	O=C(O)CSCC(N)C(=O)O	179.025228768	MoNA	FiehnHILIC002626
2-Amino-3,4-dihydroxypentanedioic acid	C5H9NO6	NC(C(O)C(O)C(O)=O)C(O)=O	179.042987025	HMDB	HMDB0030408
(R)C(R)S-S-Propylcysteine sulfoxide	C6H13NO3S	CCCS(=O)CC(N)C(O)=O	179.061613977	HMDB	HMDB0029442
S-Propylcysteine sulphoxide	C6H13NO3S	CCCS(=O)C[C@H](N)C(O)=O	179.061613977	HMDB	HMDB0302213
Fudosteine	C6H13NO3S	NC(CSCCCO)C(O)=O	179.061614457	HMDB	HMDB0252511
4-Guanidinobenzoic acid	C8H9N3O2	NC(=N)NC1=CC=C(C=C1)C(O)=O	179.069476547	HMDB	HMDB0246433
D-(+)-Glucosamine hydrochloride	C6H13NO5	C(C1C(C(C(C(O1)O)N)O)O)O	179.07937251599998	MoNA	PT101993
MANNOSAMINE	C6H13NO5	OCC1OC(O)C(N)C(O)C1O	179.07937251599998	MoNA	MoNA038588
Glucosamine; LC-tDDA; CE40	C6H13NO5	OCC1OC(O)C(N)C(O)C1O	179.07937251599998	MoNA	MoNA019800
Glucosamine; LC-tDDA; CE20	C6H13NO5	OCC1OC(O)C(N)C(O)C1O	179.07937251599998	MoNA	MoNA019798
Glucosamine [M+H-H2O]+; AIF; CE30; MS2Dec	C6H13NO5	OCC1OC(O)C(N)C(O)C1O	179.07937251599998	MoNA	MoNA019343
Glucosamine [M+H-H2O]+; AIF; CE10; MS2Dec	C6H13NO5	OCC1OC(O)C(N)C(O)C1O	179.07937251599998	MoNA	MoNA019342
Glucosamine; AIF; CE30; MS2Dec	C6H13NO5	OCC1OC(O)C(N)C(O)C1O	179.07937251599998	MoNA	MoNA019340
Glucosamine; AIF; CE0; MS2Dec	C6H13NO5	OCC1OC(O)C(N)C(O)C1O	179.07937251599998	MoNA	MoNA019338
D-MANNOSAMINE	C6H13NO5	OCC1OC(O)C(N)C(O)C1O	179.07937251599998	MoNA	MoNA016947
ALDEHYDO-D-GALACTOSAMINE	C6H13NO5	O=CC(N)C(O)C(O)C(O)CO	179.07937251599998	MoNA	MoNA016946
Chitosamine	C6H13NO5	OCC(O1)C(O)C(O)C(N)C(O)1	179.07937251599998	MoNA	KO002996
D-Galactosamine	C6H13NO5	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](N)C(O)1	179.07937251599998	MoNA	PR010021
D(+)-Galactosamine hydrochloride	C6H13NO5	C(C1C(C(C(C(O1)O)N)O)O)O	179.079372516	MoNA	PT100743
D-(+)-Glucosamine	C6H13NO5	OCC(O1)C(O)C(O)C(N)C(O)1	179.079372516	MoNA	PR100126
D(+)-Galactosamine	C6H13NO5	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](N)C(O)1	179.079372516	MoNA	PR100044
GALACTOSAMINE	C6H13NO5	OCC1OC(O)C(N)C(O)C1O	179.079372516	MoNA	MoNA038616
Glucosamine; LC-tDDA; CE30	C6H13NO5	OCC1OC(O)C(N)C(O)C1O	179.079372516	MoNA	MoNA019799
Glucosamine; LC-tDDA; CE10	C6H13NO5	OCC1OC(O)C(N)C(O)C1O	179.079372516	MoNA	MoNA019797
Glucosamine [M+H-H2O]+; AIF; CE0; MS2Dec	C6H13NO5	OCC1OC(O)C(N)C(O)C1O	179.079372516	MoNA	MoNA019341
Glucosamine; AIF; CE10; MS2Dec	C6H13NO5	OCC1OC(O)C(N)C(O)C1O	179.079372516	MoNA	MoNA019339
D-GLUCOSAMINE	C6H13NO5	OCC1OC(O)C(N)C(O)C1O	179.079372516	MoNA	MoNA016859
D-(+)-GALACTOSAMINE	C6H13NO5	OCC1OC(O)C(N)C(O)C1O	179.079372516	MoNA	MoNA002150
(2R,3R,4S,5R)-2-Amino-3,4,5,6-tetrahydroxyhexanal	C6H13NO5	NC(C=O)C(O)C(O)C(O)CO	179.079372523	HMDB	HMDB0242589
1-Aminoglucose	C6H13NO5	NC1OC(CO)C(O)C(O)C1O	179.079372523	HMDB	HMDB0243826
beta-D-Galactosamine	C6H13NO5	NC1C(O)OC(CO)C(O)C1O	179.079372523	HMDB	HMDB0245095
Fructosylamine	C6H13NO5	NC1(CO)OC(CO)C(O)C1O	179.079372523	HMDB	HMDB0252497
Glucosamine	C6H13NO5	N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O	179.079372531	HMDB	HMDB0001514
Fructosamine	C6H13NO5	NC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O	179.079372531	HMDB	HMDB0002030
beta-D-Glucosamine	C6H13NO5	N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O	179.079372531	HMDB	HMDB0030091
7-Aminomethyl-7-carbaguanine	C7H9N5O	NCC1=CNC2=C1C(=O)NC(N)=N2	179.080709935	HMDB	HMDB0011690
MDA	C10H13NO2	CC(N)Cc(c1)cc(O2)c(OC2)c1	179.094628656	MoNA	WA000406
L-beta-Homophenylalanine hydrochloride	C10H13NO2	C1=CC=C(C=C1)CC(CC(=O)O)N	179.094628656	MoNA	PT208010
L-beta-Homophenylalanine	C10H13NO2	OC(=O)CC(N)Cc(c1)cccc1	179.094628656	MoNA	PR100782
D-beta-Homophenylalanine	C10H13NO2	OC(=O)CC(N)Cc(c1)cccc1	179.094628656	MoNA	PR100715
3,4-Methylenedioxyamphetamine (MDA)	C10H13NO2	CC(CC1=CC2=C(C=C1)OCO2)N	179.094628656	MoNA	EQ371509
L-PHENYLALANINE METHYL ESTER	C10H13NO2	COC(=O)C(N)Cc(c1)cccc1	179.094628656	MoNA	JP009514
Methyl l-phenylalaninate	C10H13NO2	COC(=O)C(N)CC1=CC=CC=C1	179.094628663	HMDB	HMDB0245704
4-Amino-3-phenylbutanoic acid	C10H13NO2	NCC(CC(O)=O)C1=CC=CC=C1	179.094628663	HMDB	HMDB0246346
6,7-Dihydroxy-2-aminotetralin	C10H13NO2	NC1CCC2=CC(O)=C(O)C=C2C1	179.094628663	HMDB	HMDB0248032
D-Homophenylalanine	C10H13NO2	NC(CCC1=CC=CC=C1)C(O)=O	179.094628663	HMDB	HMDB0250764
alpha-Methylphenylalanine	C10H13NO2	CC(N)(CC1=CC=CC=C1)C(O)=O	179.094628665	HMDB	HMDB0029223
3,4-Methylenedioxyamphetamine	C10H13NO2	CC(N)CC1=CC2=C(OCO2)C=C1	179.094628665	HMDB	HMDB0041931
(3-Aminopropyl)(n-butyl)phosphinic acid	C7H18NO2P	CCCCP(O)(=O)CCCN	179.107515822	HMDB	HMDB0249860
MEX_180.1383_11.9	C11H17NO	CC(N)COc1c(C)cccc1C	179.131014164	MoNA	ET090005
1-(2,6-DIMETHYLPHENOXY)-2-AMINOPROPANE	C11H17NO	CC(N)COc(c(C)1)c(C)ccc1	179.131014164	MoNA	JP007990
Mexiletine	C11H17NO	CC(N)COC1=C(C)C=CC=C1C	179.131014171	HMDB	HMDB0014523
(3R,5S)-3,5-dimethyladamantan-1-amine""""	C12H21N	C[C@@]1(C[C@@H]2C[C@]3(C)C1)C[C@](N)(C2)C3	179.167399672	MoNA	CCMSLIB00000078941
Rimantadine (Flumadine)	C12H21N	C1C2CC3CC1(CC(C2)C3)C(N)C	179.167399672	MoNA	CCMSLIB00000078361
Rimantadine	C12H21N	CC(N)C12CC3CC(CC(C3)C1)C2	179.167399677	HMDB	HMDB0014621
Memantine	C12H21N	CC12CC3CC(C)(C1)CC(N)(C3)C2	179.167399677	HMDB	HMDB0015177
(2S)-2-Amino-3-[(2-chloroacetyl)amino]propanoic acid	C5H9ClN2O3	NC(CNC(=O)CCl)C(O)=O	180.0301699	HMDB	HMDB0243596
Methionine sulfoximine	C5H12N2O3S	CS(=N)(=O)CCC(N)C(O)=O	180.05686295	HMDB	HMDB0029430
L-METHIONINE SULFOXIMINE	C5H12N2O3S	O=C(O)C(N)CCS(=O)(=N)C	180.05686324399997	MoNA	MoNA016748
2-Amino-4-(amino-methyl-oxo-lambda6-sulfanylidene)butanoic acid	C5H12N2O3S	CS(N)(=O)=CCC(N)C(O)=O	180.056863428	HMDB	HMDB0255373
Protionamide (Prothionamide)	C9H12N2S	C1(=NC=CC(=C1)C(N)=S)CCC	180.072119384	MoNA	CCMSLIB00000078325
Homocystamine	C6H16N2S2	NCCCSSCCCN	180.075490871	HMDB	HMDB0253204
3-Anilinoalanine	C9H12N2O2	NC(CNC1=CC=CC=C1)C(O)=O	180.089877634	HMDB	HMDB0245791
Amino (2S)-2-amino-3-phenylpropanoate	C9H12N2O2	NOC(=O)C(N)CC1=CC=CC=C1	180.089877634	HMDB	HMDB0260342
5-Hydroxykynurenamine	C9H12N2O2	NCCC(=O)C1=C(N)C=CC(O)=C1	180.089877638	HMDB	HMDB0004076
Tyrosinamide	C9H12N2O2	NC(CC1=CC=C(O)C=C1)C(N)=O	180.089877638	HMDB	HMDB0013319
L-2-Amino-3-(4-aminophenyl)propanoic acid	C9H12N2O2	NC(CC1=CC=C(N)C=C1)C(O)=O	180.089877638	HMDB	HMDB0030397
3-Hydroxykynurenamine	C9H12N2O2	NCCC(=O)C1=C(N)C(O)=CC=C1	180.089877638	HMDB	HMDB0060281
Methionine sulfone	C5H11NO4S	CS(=O)(=O)CC[C@H](N)C(O)=O	181.040878535	HMDB	HMDB0062174
L-Methionine sulfone	C5H11NO4S	CS(=O)(=O)CCC(C(=O)O)N	181.040878832	MoNA	PT202820
Methionine sulfone; AIF; CE30; MS2Dec	C5H11NO4S	O=C(O)C(N)CCS(=O)(=O)C	181.040878832	MoNA	MoNA019326
Methionine sulfone; AIF; CE10; MS2Dec	C5H11NO4S	O=C(O)C(N)CCS(=O)(=O)C	181.040878832	MoNA	MoNA019325
Methionine sulfone; AIF; CE0; MS2Dec	C5H11NO4S	O=C(O)C(N)CCS(=O)(=O)C	181.040878832	MoNA	MoNA019324
Methionine sulfone; AIF; CE30; CorrDec	C5H11NO4S	O=C(O)C(N)CCS(=O)(=O)C	181.040878832	MoNA	MoNA019323
Methionine sulfone; AIF; CE10; CorrDec	C5H11NO4S	O=C(O)C(N)CCS(=O)(=O)C	181.040878832	MoNA	MoNA019322
Methionine sulfone; AIF; CE0; CorrDec	C5H11NO4S	O=C(O)C(N)CCS(=O)(=O)C	181.040878832	MoNA	MoNA019321
Methionine sulfone; LC-tDDA; CE40	C5H11NO4S	O=C(O)C(N)CCS(=O)(=O)C	181.040878832	MoNA	MoNA017949
Methionine sulfone; LC-tDDA; CE30	C5H11NO4S	O=C(O)C(N)CCS(=O)(=O)C	181.040878832	MoNA	MoNA017948
Methionine sulfone; LC-tDDA; CE20	C5H11NO4S	O=C(O)C(N)CCS(=O)(=O)C	181.040878832	MoNA	MoNA017947
Methionine sulfone; LC-tDDA; CE10	C5H11NO4S	O=C(O)C(N)CCS(=O)(=O)C	181.040878832	MoNA	MoNA017946
DL-Methionine sulfone	C5H11NO4S	CS(=O)(=O)CCC(N)C(O)=O	181.040879012	HMDB	HMDB0242144
Glufosinate	C5H12NO4P	CP(O)(=O)CCC(N)C(O)=O	181.050394389	HMDB	HMDB0252799
Phosphinothricin	C5H12NO4P	NC(CCP(C)(O)=O)C(O)=O	181.050394494	MoNA	WA002713
Cupriethylenediamine	C4H14CuN4	NCCN[Cu]NCCN	181.051447547	T3DB	T3D1231
Tyrosine	C9H11NO3	O=C(O)C(N)CC1=CC=C(O)C=C1	181.073893212	MoNA	PR311157
Tyrosine (Not validated)	C9H11NO3	O=C(O)C(N)CC1=CC=C(O)C=C1	181.073893212	MoNA	PR309415
IS_4-HYDROXYPHENYL-D4-ALANINE	C9H11NO3	O=C(O)C(N)CC1=CC=C(O)C=C1	181.073893212	MoNA	MoNA038910
Tyrosine; LC-tDDA; CE30	C9H11NO3	O=C(O)C(N)CC1=CC=C(O)C=C1	181.073893212	MoNA	MoNA017575
Tyrosine; LC-tDDA; CE20	C9H11NO3	O=C(O)C(N)CC1=CC=C(O)C=C1	181.073893212	MoNA	MoNA017574
Tyrosine; LC-tDDA; CE10	C9H11NO3	O=C(O)C(N)CC1=CC=C(O)C=C1	181.073893212	MoNA	MoNA017573
Tyr	C9H11NO3	OC(=O)C(N)Cc(c1)ccc(O)c1	181.073893212	MoNA	KO004071
3-Amino-3-(4-hydroxyphenyl)propionate	C9H11NO3	OC(=O)CC(N)c(c1)ccc(O)c1	181.073893212	MoNA	KO000272
3-Amino-3-(4-hydroxyphenyl)propanoate	C9H11NO3	OC(=O)CC(N)c(c1)ccc(O)c1	181.073893212	MoNA	KO000270
M-Tyrosine	C9H11NO3	O=C(O)C(N)CC=1C=CC=C(O)C1	181.073893212	MoNA	FiehnHILIC002810
3-Amino-3-(4-hydroxyphenyl)propionic acid	C9H11NO3	O=C(O)CC(N)C1=CC=C(O)C=C1	181.073893212	MoNA	FiehnHILIC002495
Tyrosine	C18H32O7	O=C(O)C(N)CC1=CC=C(O)C=C1	181.073893212	MoNA	FiehnHILIC002397
3-Hydroxyphenylalanine	C9H11NO3	O=C(O)C(N)CC=1C=CC=C(O)C1	181.073893212	MoNA	FiehnHILIC000962
3-amino-3-(4-hydroxy-phenyl)-propionic acid	C9H11NO3	O=C(O)C(N)CC1=CC=C(O)C=C1	181.073893212	MoNA	FiehnLib000022
2-Amino-3-hydroxy-3-phenylpropanoic acid	C9H11NO3	NC(C(O)C1=CC=CC=C1)C(O)=O	181.073893218	HMDB	HMDB0244981
L-Tyrosine	C9H11NO3	N[C@@H](CC1=CC=C(O)C=C1)C(O)=O	181.073893223	HMDB	HMDB0000158
L-Threo-3-Phenylserine	C9H11NO3	N[C@@H](C(O)C1=CC=CC=C1)C(O)=O	181.073893223	HMDB	HMDB0002184
Beta-Tyrosine	C9H11NO3	NC(CC(O)=O)C1=CC=C(O)C=C1	181.073893223	HMDB	HMDB0003831
o-Tyrosine	C9H11NO3	NC(CC1=CC=CC=C1O)C(O)=O	181.073893223	HMDB	HMDB0006050
Meta-Tyrosine	C9H11NO3	N[C@@H](CC1=CC=CC(O)=C1)C(O)=O	181.073893223	HMDB	HMDB0059720
D-Tyrosine	C9H11NO3	NC(CC1=CC=C(O)C=C1)C(O)=O	181.073893223	HMDB	HMDB0250803
4-Methylthioamphetamine	C10H15NS	CSC1=CC=C(CC(C)N)C=C1	181.092520661	HMDB	HMDB0246519
D-Glucamine	C6H15NO5	NCC(O)C(O)C(O)C(O)CO	181.095022587	HMDB	HMDB0246693
Homoveratrylamine	C10H15NO2	O(C1=CC=C(C=C1OC)CCN)C	181.11027872	MoNA	FiehnHILIC001991
2,5-Dimethoxyphenethylamine	C10H15NO2	COC1=CC(=C(C=C1)OC)CCN	181.11027872	MoNA	CCMSLIB00004722154
3,4-Dimethoxyphenethylamine	C10H15NO2	COC1=CC(=CC(=C1)CCN)OC	181.11027872	MoNA	CCMSLIB00004679312
2-(3,4-DIMETHOXYPHENYL)ETHYLAMINE	C10H15NO2	NCCc(c1)cc(OC)c(OC)c1	181.11027872	MoNA	JP011303
2-(3,4-DIMETOXYPHENYL)ETHYLAMINE	C10H15NO2	NCCc(c1)cc(OC)c(OC)c1	181.11027872	MoNA	JP008251
HOMOVERATRILAMINE	C10H15NO2	NCCc(c1)cc(OC)c(OC)c1	181.11027872	MoNA	JP002931
4-(2-Aminoethyl)-2-ethoxyphenol	C10H15NO2	CCOC1=C(O)C=CC(CCN)=C1	181.110278727	HMDB	HMDB0246284
5-[(2R)-2-Aminopropyl]cyclohexa-1,5-diene-1-carboxylic acid	C10H15NO2	CC(N)CC1=CC(=CCC1)C(O)=O	181.110278727	HMDB	HMDB0257834
3,4-Dimethoxyphenylethylamine	C10H15NO2	COC1=C(OC)C=C(CCN)C=C1	181.110278729	HMDB	HMDB0041806
3-O-Methyl-a-methyldopamine	C10H15NO2	COC1=C(O)C=CC(CC(C)N)=C1	181.110278729	HMDB	HMDB0060748
Ethionamide sulphoxide	C8H10N2OS	CCC1=NC=CC(=C1)C(N)=S=O	182.051383642	HMDB	HMDB0060624
L-Lysine hydrochloride	C6H15ClN2O2	Cl.NCCCC[C@H](N)C(O)=O	182.082205441	HMDB	HMDB0301757
(-)-2-Difluoromethylornithine	C6H12F2N2O2	NCCCC(N)(C(F)F)C(O)=O	182.08668396	HMDB	HMDB0242197
Difluoromethyl (2R)-2,5-diaminopentanoate	C6H12F2N2O2	NCCCC(N)C(=O)OC(F)F	182.08668396	HMDB	HMDB0258025
MMV001625	C6H12F2N2O2	O=C(O)C(N)(CCCN)C(F)F	182.086684064	MoNA	MoNA001381
Eflornithine	C6H12F2N2O2	NCCCC(N)(C(O)=O)C(F)F	182.086684064	MoNA	KO003157
Carcinine	C8H14N4O	NCCC(=O)NCCC1=CN=CN1	182.116761087	HMDB	HMDB0249666
Selenomethyl selenocysteine	C4H9NO2Se	C[Se]CC(N)C(O)=O	182.979849828	MoNA	HMDB0031466_c_ms_1163
Se-Methylselenocysteine	C4H9NO2Se	C[Se]C[C@H](N)C(O)=O	182.979850365	HMDB	HMDB0004113
Selenohomocysteine	C4H9NO2Se	N[C@@H](CC[SeH])C(O)=O	182.979851	HMDB	HMDB0004119
S-(2-Chloroethyl)cysteine	C5H10ClNO2S	NC(CSCCCl)C(O)=O	183.0120774	HMDB	HMDB0257382
L-Homocysteic acid	C4H9NO5S	N[C@@H](CCS(O)(=O)=O)C(O)=O	183.020143093	HMDB	HMDB0002205
DL-Homocysteic acid	C4H9NO5S	NC(CCS(O)(=O)=O)C(O)=O	183.020143568	HMDB	HMDB0251520
2-Amino-4-phosphonobutyric acid	C4H10NO5P	NC(CCP(O)(O)=O)C(O)=O	183.029659424	HMDB	HMDB0244992
HISTAMINE DIHYDROCHLORIDE	C5H11Cl2N3	Cl.Cl.N1=CNC(=C1)CCN	183.033002712	MoNA	VF-NPL-QEHF027885
3,5-Dihydroxyphenylglycine	C8H9NO4	NC(C(O)=O)C1=CC(O)=CC(O)=C1	183.053157774	HMDB	HMDB0243702
4-Fluoro-L-phenylalanine	C9H10FNO2	NC(CC1=CC=C(F)C=C1)C(O)=O	183.069556729	HMDB	HMDB0246423
Chlorphentermine	C10H14ClN	CC(C)(N)CC1=CC=C(Cl)C=C1	183.08147716	HMDB	HMDB0250132
DL-NORMETANEPHRINE	C9H13NO3	COC1=C(C=CC(=C1)C(CN)O)O	183.089543276	MoNA	EMBL-MCF_spec52067
(2S)-2-Amino-3-(4-hydroxyphenyl)propane-1,1-diol	C9H13NO3	NC(CC1=CC=C(O)C=C1)C(O)O	183.089543283	HMDB	HMDB0257983
Normetanephrine	C9H13NO3	COC1=CC(=CC=C1O)C(O)CN	183.089543287	HMDB	HMDB0000819
Methylnoradrenaline	C9H13NO3	CC(N)C(O)C1=CC(O)=C(O)C=C1	183.089543287	HMDB	HMDB0002832
Levonordefrin	C9H13NO3	C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1	183.089543287	HMDB	HMDB0015652
Benzhydrylamine	C13H13N	NC(C1=CC=CC=C1)C1=CC=CC=C1	183.104799421	HMDB	HMDB0248313
THIURAM DISULFIDE	C2H4N2S4	NC(=S)SSC(N)=S	183.925732833	HMDB	HMDB0259040
Trimidox	C7H8N2O4	NC(=NO)C1=CC(O)=C(O)C(O)=C1	184.048406746	HMDB	HMDB0259245
MITOGUAZONE	C5H12N8	CC(C=NN=C(N)N)=NN=C(N)N	184.118492418	HMDB	HMDB0254760
Serine O-sulfate	C3H7NO6S	N[C@@H](COS(O)(=O)=O)C(O)=O	184.999407944	MoNA	KO001139
Phosphoserine	C3H8NO6P	N[C@@H](COP(O)(O)=O)C(O)=O	185.008923505	HMDB	HMDB0000272
DL-O-Phosphoserine	C3H8NO6P	NC(COP(O)(O)=O)C(O)=O	185.008923505	HMDB	HMDB0001721
3-phospho-L-serine	C3H8NO6P	[H][C@@](N)(COP(O)(O)=O)C(O)=O	185.008923505	HMDB	HMDB0304154
o-Phospho-L-serine	C3H8NO6P	C(C(C(=O)O)N)OP(=O)(O)O	185.008923606	MoNA	PT203160
O-PHOSPHO-SERINE	C3H8NO6P	O=C(O)C(N)COP(=O)(O)O	185.008923606	MoNA	MoNA038572
O-PHOSPHOSERINE	C3H8NO6P	O=C(O)C(N)COP(=O)(O)O	185.008923606	MoNA	MoNA024076
3-Phosphoserine	C3H8NO6P	N[C@@H](COP(O)(O)=O)C(O)=O	185.008923606	MoNA	KO003783
O-PHOSPHO-DL-SERINE	C3H8NO6P	C(C(C(=O)O)N)OP(=O)(O)O	185.008923606	MoNA	EMBL-MCF_spec123855
